Palabra,Etiqueta_POS
beben,VERB
los,DET
Indios,PROPN
.,PUNCT
Estos,DET
Caríos,PROPN
tienen,VERB
pescado,NOUN
y,CCONJ
carne,NOUN
",",PUNCT
y,CCONJ
unas,DET
ovejas,NOUN
muy,ADV
grandes,ADJ
como,SCONJ
las,DET
mulas,NOUN
de,ADP
esta,DET
tierra,NOUN
(,PUNCT
Alemania,PROPN
),PUNCT
;,PUNCT
iten,VERB
más,ADV
tienen,VERB
chanchos,NOUN
del,ADP
monte,NOUN
",",PUNCT
avestruces,PROPN
y,CCONJ
otras,DET
salvajinas,PROPN
;,PUNCT
iten,VERB
más,ADV
gallinas,NOUN
y,CCONJ
gansos,NOUN
en,ADP
gran,ADJ
abundancia,NOUN
.,PUNCT
"
",SPACE
Así,ADV
",",PUNCT
pues,SCONJ
",",PUNCT
partimos,VERB
del,ADP
puerto,NOUN
Bon,PROPN
Esperainso,PROPN
(,PUNCT
Buena,PROPN
Esperanza,PROPN
),PUNCT
con,ADP
los,DET
dichos,ADJ
8,NUM
navíos,NOUN
parckhadienes,NOUN
",",PUNCT
y,CCONJ
el,DET
primer,ADJ
día,NOUN
",",PUNCT
á,ADP
las,DET
4,NUM
leguas,NOUN
de,ADP
camino,NOUN
",",PUNCT
llegamos,VERB
á,ADP
una,DET
nación,NOUN
con,ADP
el,DET
nombre,NOUN
de,ADP
Karendos,PROPN
(,PUNCT
Corondas,PROPN
),PUNCT
.,PUNCT
Ellos,PRON
se,PRON
mantienen,VERB
de,ADP
carne,NOUN
y,CCONJ
pescado,NOUN
",",PUNCT
son,AUX
fuertes,ADJ
de,ADP
12.000,NUM
hombres,NOUN
",",PUNCT
todos,DET
aptos,ADJ
para,ADP
la,DET
pelea,NOUN
.,PUNCT
Esta,DET
nación,NOUN
se,PRON
parece,VERB
á,ADP
la,DET
anterior,ADJ
",",PUNCT
es,NOUN
decir,NOUN
",",PUNCT
á,ADP
los,DET
Tiembú,PROPN
usan,VERB
estrellitas,NOUN
en,ADP
las,DET
narices,NOUN
",",PUNCT
y,CCONJ
son,AUX
bien,ADV
formados,ADJ
de,ADP
cuerpo,NOUN
;,PUNCT
iten,VERB
las,DET
mujeres,NOUN
son,AUX
horrorosas,ADJ
",",PUNCT
viejas,ADJ
y,CCONJ
mozas,NOUN
",",PUNCT
con,ADP
las,DET
caras,NOUN
arañadas,ADJ
y,CCONJ
siempre,ADV
ensangrentadas,ADJ
;,PUNCT
iten,VERB
visten,VERB
",",PUNCT
como,SCONJ
los,DET
Tiembú,PROPN
",",PUNCT
un,DET
corto,ADJ
paño,NOUN
de,ADP
algodón,NOUN
que,PRON
las,PRON
cubre,VERB
del,ADP
ombligo,NOUN
á,ADP
las,DET
rodillas,NOUN
",",PUNCT
como,SCONJ
ya,ADV
se,PRON
dijo,VERB
antes,ADV
.,PUNCT
Estos,DET
Indios,PROPN
tienen,VERB
gran,ADJ
copia,NOUN
de,ADP
pieles,NOUN
de,ADP
nutria,PROPN
;,PUNCT
iten,VERB
muchas,DET
cannaon,NOUN
(,PUNCT
canoas,NOUN
),PUNCT
ó,CCONJ
esquifes,ADJ
.,PUNCT
Ellos,PRON
se,PRON
compartieron,VERB
con,ADP
nosotros,PRON
de,ADP
su,DET
pobreza,NOUN
",",PUNCT
como,SCONJ
ser,NOUN
",",PUNCT
carne,NOUN
",",PUNCT
pescado,NOUN
[,PROPN
y,CCONJ
pieles,NOUN
],NOUN
;,PUNCT
nosotros,PRON
les,PRON
dimos,VERB
abalorios,NOUN
",",PUNCT
rosarios,NOUN
",",PUNCT
espejos,NOUN
",",PUNCT
peines,NOUN
",",PUNCT
cuchillos,NOUN
[,NOUN
y,CCONJ
anzuelos,NOUN
],NOUN
;,PUNCT
2,NUM
días,NOUN
permanecimos,VERB
con,ADP
ellos,PRON
",",PUNCT
y,CCONJ
nos,PRON
dieron,VERB
2,NUM
Caríos,PROPN
cautivos,ADJ
que,PRON
eran,AUX
de,ADP
ellos,PRON
:,PUNCT
éstos,PRON
deberían,AUX
servirnos,VERB
de,ADP
baqueanos,NOUN
y,CCONJ
ayudarnos,VERB
con,ADP
la,DET
lengua,NOUN
.,PUNCT
"
 

",SPACE
CAPÍTULO,ADJ
XVII,NOUN
"
",SPACE
LLEGAN,PROPN
Á,PROPN
LOS,DET
GULGAISES,PROPN
Y,CCONJ
MACHKUERENDES,PROPN
"

",SPACE
De,ADP
allí,ADV
",",PUNCT
seguimos,VERB
nosotros,PRON
adelante,ADV
hasta,ADP
llegar,VERB
á,ADP
otra,DET
nación,NOUN
",",PUNCT
que,PRON
se,PRON
llaman,VERB
Gulgeissen,PROPN
",",PUNCT
que,PRON
alcanzan,VERB
á,ADP
ser,AUX
unos,PRON
40.000,NUM
hombres,NOUN
de,ADP
pelea,NOUN
",",PUNCT
se,PRON
mantienen,VERB
de,ADP
pescado,NOUN
y,CCONJ
carne,NOUN
",",PUNCT
también,ADV
tienen,VERB
2,NUM
estrellitas,NOUN
en,ADP
las,DET
narices,NOUN
;,PUNCT
iten,VERB
más,ADV
se,PRON
hallan,VERB
á,ADP
unas,PRON
30,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
camino,NOUN
de,ADP
los,DET
Carendes,PROPN
(,PUNCT
Corondas,PROPN
),PUNCT
;,PUNCT
hablan,VERB
una,DET
sola,ADJ
lengua,NOUN
con,ADP
los,DET
Tiembú,PROPN
y,CCONJ
Carendes,PROPN
;,PUNCT
viven,VERB
en,ADP
una,DET
laguna,NOUN
que,PRON
mide,VERB
de,ADP
largo,NOUN
6,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
por,ADP
cuatro,NUM
de,ADP
ancho,NOUN
del,ADP
lado,NOUN
izquierdo,ADJ
del,ADP
Parnau,PROPN
;,PUNCT
4,NUM
días,NOUN
nos,PRON
quedamos,VERB
con,ADP
ellos,PRON
;,PUNCT
compartieron,VERB
también,ADV
con,ADP
nosotros,PRON
de,ADP
su,DET
pobreza,NOUN
",",PUNCT
como,SCONJ
igualmente,ADV
nosotros,PRON
de,ADP
la,DET
nuestra,PRON
con,ADP
ellos,PRON
.,PUNCT
"

",SPACE
De,ADP
allí,ADV
seguimos,VERB
adelante,ADV
sin,ADP
encontrar,VERB
más,ADV
Indios,PROPN
por,ADP
18,NUM
días,NOUN
;,PUNCT
después,ADV
dimos,VERB
con,ADP
un,DET
agua,NOUN
que,PRON
corre,VERB
tierra,NOUN
adentro,ADV
",",PUNCT
y,CCONJ
allí,ADV
encontramos,VERB
mucha,DET
gente,NOUN
llamada,ADJ
Machkuerendes,PROPN
.,PUNCT
Estos,PRON
no,ADV
tienen,VERB
más,ADV
comida,NOUN
que,PRON
pescado,NOUN
y,CCONJ
algo,PRON
de,ADP
carne,NOUN
;,PUNCT
son,AUX
fuertes,ADJ
como,SCONJ
de,ADP
unos,PRON
18.000,NUM
hombres,NOUN
de,ADP
pelea,NOUN
",",PUNCT
tienen,VERB
muchas,DET
canaen,NOUN
(,PUNCT
canoas,NOUN
),PUNCT
ó,CCONJ
esquifes,ADJ
;,PUNCT
nos,PRON
recibieron,VERB
bien,ADV
á,ADP
su,DET
modo,NOUN
haciéndonos,VERB
parte,NOUN
de,ADP
su,DET
miseria,NOUN
.,PUNCT
Ellos,PRON
viven,VERB
del,ADP
otro,DET
lado,NOUN
del,ADP
Parnaw,PROPN
",",PUNCT
esto,NOUN
es,NOUN
",",PUNCT
á,ADP
la,DET
derecha,NOUN
;,PUNCT
hablan,VERB
otra,DET
lengua,NOUN
",",PUNCT
se,PRON
ponen,VERB
2,NUM
estrellitas,NOUN
en,ADP
las,DET
narices,NOUN
.,PUNCT
Altos,NOUN
y,CCONJ
bien,ADV
formados,ADJ
los,DET
hombres,NOUN
",",PUNCT
las,DET
mujeres,NOUN
empero,ADV
son,AUX
horrorosas,ADJ
",",PUNCT
como,SCONJ
se,PRON
dijo,VERB
ya,ADV
.,PUNCT
Están,AUX
á,ADP
64,NUM
meil,PROPN
(,PUNCT
leguas,PROPN
),PUNCT
de,ADP
los,DET
Gulgaises,PROPN
.,PUNCT
"

",SPACE
Y,CCONJ
cuando,SCONJ
se,PRON
cumplieron,VERB
los,DET
4,NUM
días,NOUN
de,ADP
estar,VERB
con,ADP
ellos,PRON
",",PUNCT
hallamos,VERB
estirada,ADJ
en,ADP
la,DET
tierra,NOUN
una,DET
serpiente,NOUN
extremadamente,ADV
grande,ADJ
",",PUNCT
que,PRON
medía,VERB
25,NUM
pies,NOUN
de,ADP
largo,ADJ
y,CCONJ
gruesa,ADJ
como,SCONJ
un,DET
hombre,NOUN
",",PUNCT
overa,PROPN
de,ADP
negro,NOUN
y,CCONJ
amarillo,ADJ
;,PUNCT
y,CCONJ
la,PRON
matamos,VERB
con,ADP
un,DET
arcabuz,NOUN
.,PUNCT
Y,CCONJ
eso,PRON
que,PRON
la,PRON
vieron,VERB
los,DET
Indios,PROPN
se,PRON
maravillaron,VERB
de,ADP
su,DET
tamaño,NOUN
",",PUNCT
porque,SCONJ
jamás,ADV
habían,AUX
visto,VERB
otra,DET
igual,ADJ
.,PUNCT
Esta,DET
serpiente,NOUN
",",PUNCT
según,SCONJ
nos,PRON
contaron,VERB
",",PUNCT
los,PRON
tenía,VERB
mal,ADV
á,ADP
los,DET
Indios,PROPN
;,PUNCT
porque,SCONJ
cuando,SCONJ
se,PRON
bañaban,VERB
en,ADP
el,DET
agua,NOUN
siempre,ADV
solía,VERB
estar,AUX
oculta,ADJ
en,ADP
el,DET
agua,NOUN
",",PUNCT
envolvía,VERB
á,ADP
los,DET
Indios,PROPN
con,ADP
la,DET
cola,NOUN
y,CCONJ
zambulliendo,VERB
con,ADP
ellos,PRON
se,PRON
los,PRON
tragaba,VERB
;,PUNCT
así,ADV
que,SCONJ
muchas,DET
veces,NOUN
Indios,PROPN
desaparecían,VERB
sin,ADP
que,SCONJ
se,PRON
supiese,VERB
la,DET
suerte,NOUN
que,PRON
habían,AUX
corrido,VERB
.,PUNCT
Yo,PRON
mismo,ADJ
medí,VERB
esta,DET
serpiente,NOUN
con,ADP
carne,NOUN
y,CCONJ
todo,PRON
",",PUNCT
así,ADV
que,SCONJ
me,PRON
doy,VERB
cabal,ADJ
cuenta,NOUN
de,ADP
como,SCONJ
era,AUX
de,ADP
larga,ADJ
y,CCONJ
gruesa,ADJ
.,PUNCT
Esta,DET
serpiente,NOUN
después,ADV
los,DET
Indios,PROPN
la,PRON
despedazaron,VERB
",",PUNCT
la,PRON
asaron,VERB
",",PUNCT
la,PRON
hicieron,VERB
hervir,VERB
y,CCONJ
se,PRON
la,PRON
comieron,VERB
en,ADP
sus,DET
casas,NOUN
.,PUNCT
"
  

",SPACE
CAPÍTULO,ADJ
XVIII,NOUN
"
",SPACE
LLEGAN,PROPN
Á,PROPN
LOS,DET
ZECHENNAUS,PROPN
SALUAISCHCO,PROPN
Y,CCONJ
MEPENES,PROPN
"

",SPACE
De,ADP
allí,ADV
navegamos,VERB
el,DET
Paranaw,PROPN
arriba,ADV
y,CCONJ
después,ADV
de,ADP
4,NUM
días,NOUN
de,ADP
viaje,NOUN
llegamos,VERB
á,ADP
una,DET
nación,NOUN
que,PRON
se,PRON
llama,VERB
Zechennaus,PROPN
Saluaischco,PROPN
(,PUNCT
Chaná-Salvajes,PROPN
),PUNCT
",",PUNCT
[,INTJ
son,AUX
],NOUN
gente,NOUN
petiza,PROPN
y,CCONJ
gruesa,ADJ
",",PUNCT
no,ADV
tienen,VERB
más,ADV
de,ADP
comer,VERB
que,SCONJ
pescado,NOUN
y,CCONJ
miel,NOUN
.,PUNCT
Esta,DET
gente,NOUN
",",PUNCT
tanto,ADV
hombres,NOUN
como,SCONJ
mujeres,NOUN
",",PUNCT
mozos,NOUN
como,SCONJ
viejos,ADJ
",",PUNCT
andan,VERB
en,ADP
cueros,NOUN
vivos,ADJ
",",PUNCT
así,ADV
como,SCONJ
fueron,AUX
lanzados,VERB
al,ADP
mundo,NOUN
",",PUNCT
de,ADP
suerte,NOUN
que,PRON
no,ADV
visten,VERB
ni,ADV
un,DET
trapillo,NOUN
ni,CCONJ
cosa,NOUN
alguna,DET
que,PRON
les,PRON
sirva,VERB
para,ADP
tapar,VERB
las,DET
vergüenzas,NOUN
;,PUNCT
están,AUX
de,ADP
guerra,NOUN
con,ADP
los,DET
Machueradeiss,PROPN
;,PUNCT
y,CCONJ
su,DET
carne,NOUN
es,AUX
la,DET
de,ADP
ciervos,NOUN
",",PUNCT
chanchos,NOUN
del,ADP
monte,NOUN
",",PUNCT
avestruces,NOUN
y,CCONJ
conejos,NOUN
",",PUNCT
que,PRON
parecen,VERB
ratones,NOUN
",",PUNCT
pero,CCONJ
sin,ADP
la,DET
cola,NOUN
.,PUNCT
"
",SPACE
Esta,DET
nación,NOUN
está,AUX
á,ADP
18,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
los,DET
Machueradeis,PROPN
.,PUNCT
Esta,DET
jornada,NOUN
la,PRON
hicimos,VERB
en,ADP
4,NUM
días,NOUN
.,PUNCT
Permanecimos,VERB
sólo,ADV
una,DET
noche,NOUN
con,ADP
ellos,PRON
",",PUNCT
porque,SCONJ
ni,CCONJ
para,ADP
ellos,PRON
tenían,VERB
de,ADP
comer,VERB
;,PUNCT
es,AUX
una,DET
nación,NOUN
que,PRON
se,PRON
parece,VERB
á,ADP
los,DET
salteadores,NOUN
de,ADP
caminos,NOUN
de,ADP
nuestro,DET
país,NOUN
.,PUNCT
Viven,VERB
ellos,PRON
á,ADP
unas,PRON
20,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
del,ADP
agua,NOUN
(,PUNCT
el,DET
río,NOUN
),PUNCT
",",PUNCT
para,ADP
evitar,VERB
que,SCONJ
los,PRON
tomen,VERB
de,ADP
sorpresa,NOUN
sus,DET
enemigos,NOUN
.,PUNCT
Pero,CCONJ
en,ADP
esta,DET
ocasión,NOUN
habían,AUX
bajado,VERB
al,ADP
agua,NOUN
5,NUM
días,NOUN
antes,ADV
de,ADP
llegar,VERB
nosotros,PRON
para,ADP
proveerse,VERB
de,ADP
pescado,NOUN
y,CCONJ
para,ADP
pelear,VERB
con,ADP
los,DET
Machurades,PROPN
;,PUNCT
son,AUX
fuertes,ADJ
de,ADP
unos,PRON
2.000,NUM
hombres,NOUN
.,PUNCT
"

",SPACE
De,ADP
allí,ADV
partimos,VERB
y,CCONJ
llegamos,VERB
á,ADP
una,DET
nación,NOUN
que,PRON
se,PRON
llaman,VERB
Mapenuss,PROPN
(,PUNCT
Mepenes,PROPN
),PUNCT
.,PUNCT
Estos,PRON
son,AUX
fuertes,ADJ
como,SCONJ
de,ADP
100.000,NUM
hombres,NOUN
",",PUNCT
viven,VERB
en,ADP
todas,DET
partes,NOUN
de,ADP
aquella,DET
tierra,NOUN
",",PUNCT
que,PRON
se,PRON
extiende,VERB
por,ADP
unas,PRON
40,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
á,ADP
uno,PRON
y,CCONJ
otro,DET
viento,NOUN
",",PUNCT
pero,CCONJ
se,PRON
los,PRON
puede,AUX
reunir,VERB
á,ADP
todos,PRON
por,ADP
tierra,NOUN
y,CCONJ
agua,NOUN
en,ADP
2,NUM
días,NOUN
;,PUNCT
tienen,VERB
más,ADV
canoas,NOUN
ó,CCONJ
esquifes,ADJ
que,SCONJ
cualquier,DET
otra,DET
nación,NOUN
de,ADP
las,DET
que,PRON
hasta,ADP
allí,ADV
habíamos,AUX
visto,VERB
;,PUNCT
en,ADP
cada,DET
una,PRON
de,ADP
estas,DET
canoas,NOUN
ó,CCONJ
esquifes,ADJ
cabían,VERB
hasta,ADP
20,NUM
personas,NOUN
.,PUNCT
"
",SPACE
Esta,DET
gente,NOUN
nos,PRON
salió,VERB
al,ADP
encuentro,NOUN
por,ADP
agua,NOUN
en,ADP
son,AUX
de,ADP
guerra,NOUN
",",PUNCT
con,ADP
500,NUM
canoas,NOUN
ó,CCONJ
esquifes,ADJ
",",PUNCT
pero,CCONJ
sin,ADP
sacarnos,VERB
mayor,ADJ
ventaja,NOUN
",",PUNCT
les,PRON
matamos,VERB
á,ADP
muchos,PRON
con,ADP
nuestros,DET
arcabuces,NOUN
",",PUNCT
porque,SCONJ
hasta,ADP
entonces,ADV
no,ADV
habían,AUX
visto,VERB
arcabuces,NOUN
ni,CCONJ
cristianos,NOUN
.,PUNCT
Mas,PROPN
cuando,SCONJ
llegamos,VERB
á,ADP
sus,DET
casas,NOUN
no,ADV
les,PRON
pudimos,AUX
sacar,VERB
ventaja,NOUN
alguna,DET
",",PUNCT
porque,SCONJ
el,DET
lugar,NOUN
distaba,VERB
una,DET
milla,NOUN
(,PUNCT
legua,NOUN
),PUNCT
de,ADP
camino,NOUN
del,ADP
agua,NOUN
Paranaw,PROPN
",",PUNCT
donde,PRON
teníamos,VERB
los,DET
navíos,NOUN
",",PUNCT
y,CCONJ
sus,DET
pueblos,NOUN
estaban,AUX
rodeados,ADJ
de,ADP
agua,NOUN
muy,ADV
profunda,ADJ
á,ADP
todos,DET
vientos,NOUN
",",PUNCT
así,ADV
que,SCONJ
no,ADV
les,PRON
pudimos,AUX
hacer,VERB
mal,ADV
alguno,PRON
",",PUNCT
ni,CCONJ
quitarles,VERB
nada,PRON
;,PUNCT
y,CCONJ
como,SCONJ
hallamos,VERB
250,NUM
canoas,NOUN
",",PUNCT
ó,CCONJ
esquifes,ADJ
",",PUNCT
las,PRON
quemamos,VERB
y,CCONJ
destruimos,VERB
.,PUNCT
Tampoco,ADV
nos,PRON
pareció,VERB
prudente,ADJ
apartarnos,VERB
demasiado,ADV
de,ADP
nuestros,DET
navíos,NOUN
",",PUNCT
porque,SCONJ
recelábamos,VERB
que,SCONJ
nos,PRON
pudiesen,AUX
atacar,VERB
por,ADP
el,DET
lado,NOUN
opuesto,ADJ
;,PUNCT
así,ADV
",",PUNCT
pues,SCONJ
",",PUNCT
nos,PRON
volvimos,VERB
á,ADP
los,DET
navíos,NOUN
;,PUNCT
porque,SCONJ
la,DET
guerra,NOUN
que,PRON
ellos,PRON
hacen,VERB
es,AUX
sólo,ADV
por,ADP
agua,NOUN
.,PUNCT
"
",SPACE
Hasta,ADP
estos,DET
Mapenus,PROPN
",",PUNCT
desde,ADP
la,DET
antedicha,ADJ
nación,NOUN
que,PRON
acabamos,VERB
de,ADP
dejar,VERB
(,PUNCT
se,PRON
cuentan,VERB
),PUNCT
95,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
camino,NOUN
.,PUNCT
"

",SPACE
CAPÍTULO,ADJ
XIX,NOUN
"
",SPACE
LLEGAN,PROPN
Á,PROPN
LOS,DET
KUEREMAGBEIS,PROPN
Y,CCONJ
AGÁ,PROPN
"

",SPACE
Desde,ADP
allí,ADV
á,ADP
los,DET
8,NUM
días,NOUN
llegamos,VERB
á,ADP
un,DET
agua,NOUN
corriente,ADJ
llamada,ADJ
Paraboe,PROPN
(,PUNCT
Paraguay,PROPN
),PUNCT
;,PUNCT
por,ADP
ella,PRON
navegamos,VERB
aguas,NOUN
arriba,ADV
.,PUNCT
Allí,ADV
encontramos,VERB
muchísima,ADJ
gente,NOUN
",",PUNCT
(,PUNCT
que,PRON
se,PRON
llaman,VERB
),PUNCT
Kueremagbeis,PROPN
",",PUNCT
que,PRON
no,ADV
tienen,VERB
más,ADV
de,ADP
comer,VERB
que,SCONJ
pescado,NOUN
y,CCONJ
carne,NOUN
y,CCONJ
pan,NOUN
de,ADP
San,PROPN
Juan,PROPN
ó,CCONJ
cuerno,NOUN
de,ADP
cabra,PROPN
(,PUNCT
algarrobo,PROPN
),PUNCT
",",PUNCT
de,ADP
lo,PRON
que,PRON
hacen,VERB
vino,NOUN
;,PUNCT
esta,DET
gente,NOUN
nos,PRON
trató,VERB
muy,ADV
bien,ADV
y,CCONJ
nos,PRON
proporcionó,VERB
cuanto,PRON
nos,PRON
faltaba,VERB
.,PUNCT
Son,AUX
altos,ADJ
y,CCONJ
corpulentos,ADJ
",",PUNCT
así,ADV
hombres,NOUN
como,SCONJ
mujeres,NOUN
.,PUNCT
Estos,DET
hombres,NOUN
se,PRON
horadan,VERB
las,DET
narices,NOUN
y,CCONJ
en,ADP
la,DET
aberturita,NOUN
meten,VERB
una,DET
pluma,NOUN
de,ADP
papagayo,PROPN
;,PUNCT
las,DET
mujeres,NOUN
se,PRON
pintan,VERB
la,DET
parte,NOUN
inferior,ADJ
de,ADP
la,DET
cara,NOUN
con,ADP
unas,DET
rayas,NOUN
largas,ADJ
de,ADP
azul,NOUN
",",PUNCT
que,PRON
les,PRON
duran,VERB
por,ADP
toda,DET
la,DET
vida,NOUN
;,PUNCT
y,CCONJ
se,PRON
tapan,VERB
las,DET
vergüenzas,NOUN
con,ADP
un,DET
pañito,NOUN
de,ADP
algodón,NOUN
desde,ADP
el,DET
ombligo,NOUN
hasta,ADP
las,DET
rodillas,NOUN
.,PUNCT
Hay,AUX
desde,ADP
los,DET
dichos,ADJ
Mapenniss,PROPN
hasta,ADP
estos,PRON
Kurgmaibeis,PROPN
40,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
camino,NOUN
;,PUNCT
paramos,VERB
3,NUM
días,NOUN
con,ADP
ellos,PRON
.,PUNCT
"

",SPACE
De,ADP
allí,ADV
llegamos,VERB
á,ADP
una,DET
nación,NOUN
llamada,ADJ
Aigeiss,PROPN
(,PUNCT
Agazes,PROPN
),PUNCT
",",PUNCT
tienen,VERB
pescado,NOUN
y,CCONJ
carne,NOUN
;,PUNCT
iten,VERB
son,AUX
altos,ADJ
y,CCONJ
bien,ADV
formados,ADJ
",",PUNCT
uno,PRON
y,CCONJ
otro,DET
sexo,NOUN
;,PUNCT
las,DET
mujeres,NOUN
son,AUX
lindas,ADJ
",",PUNCT
se,PRON
pintan,VERB
y,CCONJ
se,PRON
tapan,VERB
las,DET
vergüenzas,NOUN
.,PUNCT
"
",SPACE
Eso,PRON
que,PRON
llegamos,VERB
adonde,SCONJ
ellos,PRON
estaban,VERB
",",PUNCT
se,PRON
presentaron,VERB
de,ADP
guerra,NOUN
dispuestos,ADJ
á,ADP
pelearnos,VERB
;,PUNCT
y,CCONJ
con,ADP
esto,PRON
creían,VERB
no,ADV
dejarnos,VERB
pasar,VERB
adelante,ADV
;,PUNCT
cuando,SCONJ
esto,PRON
vimos,VERB
y,CCONJ
que,SCONJ
no,ADV
había,AUX
más,ADV
remedio,NOUN
",",PUNCT
nos,PRON
encomendamos,VERB
á,ADP
Dios,PROPN
",",PUNCT
el,DET
Todopoderoso,PROPN
",",PUNCT
y,CCONJ
nos,PRON
preparamos,VERB
en,ADP
orden,NOUN
de,ADP
batalla,NOUN
por,ADP
agua,NOUN
y,CCONJ
por,ADP
tierra,NOUN
",",PUNCT
los,PRON
peleamos,VERB
y,CCONJ
acabamos,VERB
á,ADP
muchísimos,PRON
de,ADP
los,DET
Aigas,PROPN
",",PUNCT
y,CCONJ
ellos,PRON
nos,PRON
mataron,VERB
15,NUM
hombres,NOUN
.,PUNCT
Dios,PROPN
los,PRON
favorezca,VERB
á,ADP
todos,PRON
.,PUNCT
Estos,DET
Aeiges,PROPN
son,AUX
buenos,ADJ
guerreros,NOUN
",",PUNCT
los,DET
mejores,ADJ
que,PRON
hay,AUX
",",PUNCT
si,SCONJ
es,AUX
por,ADP
agua,NOUN
",",PUNCT
pero,CCONJ
por,ADP
tierra,NOUN
no,ADV
lo,PRON
son,AUX
tanto,ADV
.,PUNCT
"

",SPACE
Con,ADP
tiempo,NOUN
habían,AUX
hecho,VERB
huir,VERB
á,ADP
sus,DET
mujeres,NOUN
é,CCONJ
hijos,NOUN
",",PUNCT
del,ADP
mismo,DET
modo,NOUN
habían,AUX
ocultado,VERB
la,DET
comida,NOUN
y,CCONJ
cuanto,PRON
tenían,VERB
",",PUNCT
así,ADV
que,SCONJ
no,ADV
les,PRON
pudimos,AUX
quitar,VERB
ni,CCONJ
aprovechar,VERB
nada,PRON
.,PUNCT
Mas,CCONJ
cómo,PRON
les,PRON
fué,AUX
al,ADP
fin,NOUN
es,AUX
lo,PRON
que,PRON
á,ADP
su,DET
tiempo,NOUN
se,PRON
dirá,VERB
.,PUNCT
"

",SPACE
Su,DET
pueblo,NOUN
está,AUX
cerca,ADV
de,ADP
un,DET
agua,NOUN
corriente,ADJ
(,PUNCT
río,NOUN
),PUNCT
que,PRON
se,PRON
llama,VERB
Jepedy,PROPN
(,PUNCT
Ipiti,PROPN
),PUNCT
",",PUNCT
se,PRON
halla,VERB
en,ADP
la,DET
otra,DET
banda,NOUN
del,ADP
Paraboe,PROPN
",",PUNCT
nace,VERB
de,ADP
la,DET
sierra,NOUN
del,ADP
Perú,PROPN
",",PUNCT
de,ADP
una,DET
ciudad,NOUN
llamada,ADJ
Duchkameyen,PROPN
(,PUNCT
Tucumán,PROPN
),PUNCT
.,PUNCT
A,ADP
los,DET
Aeiges,PROPN
de,ADP
los,DET
dichos,ADJ
Kuremagbeis,PROPN
son,AUX
35,NUM
milla,PROPN
(,PUNCT
leguas,PROPN
),PUNCT
de,ADP
camino,NOUN
.,PUNCT
"
 
",SPACE
CAPÍTULO,PROPN
XX,NOUN
"
",SPACE
LOS,DET
PUEBLOS,PROPN
CARÍOS,PROPN
"

",SPACE
Después,ADV
de,ADP
esto,PRON
tuvimos,VERB
que,SCONJ
dejar,VERB
á,ADP
estos,PRON
Aygass,PROPN
y,CCONJ
llegamos,VERB
á,ADP
una,DET
otra,DET
nación,NOUN
",",PUNCT
llamada,ADJ
Caríes,PROPN
(,PUNCT
Caríos,PROPN
),PUNCT
",",PUNCT
están,AUX
á,ADP
50,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
camino,NOUN
de,ADP
los,DET
Aygas,PROPN
;,PUNCT
allí,ADV
Dios,PROPN
",",PUNCT
él,PRON
que,PRON
todo,PRON
lo,PRON
puede,VERB
",",PUNCT
nos,PRON
dió,VERB
su,DET
santa,ADJ
bendición,NOUN
",",PUNCT
porque,SCONJ
estos,DET
Caríos,PROPN
tenían,VERB
trigo,NOUN
turco,ADJ
ó,CCONJ
meys,NOUN
(,PUNCT
maíz,NOUN
),PUNCT
y,CCONJ
manndeochade,PROPN
(,PUNCT
mandioca,PROPN
),PUNCT
",",PUNCT
padades,NOUN
(,PUNCT
batatas,NOUN
),PUNCT
",",PUNCT
manndeos,PROPN
perroy,PROPN
",",PUNCT
mandeporre,PROPN
",",PUNCT
manduris,PROPN
(,PUNCT
manduvis,NOUN
),PUNCT
",",PUNCT
vachgekhue,PROPN
",",PUNCT
también,ADV
pescado,ADJ
y,CCONJ
carne,NOUN
",",PUNCT
ciervos,NOUN
y,CCONJ
chanchos,NOUN
del,ADP
monte,NOUN
",",PUNCT
avestruces,NOUN
",",PUNCT
ovejas,NOUN
de,ADP
la,DET
tierra,NOUN
(,PUNCT
guanacos,NOUN
),PUNCT
",",PUNCT
conejillos,NOUN
",",PUNCT
gallinas,NOUN
y,CCONJ
gansos,NOUN
;,PUNCT
también,ADV
tienen,VERB
miel,NOUN
",",PUNCT
de,ADP
la,DET
que,PRON
se,PRON
hace,VERB
vino,NOUN
",",PUNCT
en,ADP
mucha,DET
abundancia,NOUN
",",PUNCT
iten,VERB
hay,AUX
muchísimo,ADJ
algodón,NOUN
en,ADP
la,DET
tierra,NOUN
.,PUNCT
"

",SPACE
La,DET
tierra,NOUN
de,ADP
estos,DET
Caríos,PROPN
es,AUX
de,ADP
mucha,DET
extensión,NOUN
",",PUNCT
casi,ADV
300,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
